table_name,player,archetype,session_length
+111aLuBwnz8YVYSA7J1jA,E7HfYJjOPh0Lsvk88yOq3A,LAG,4
+111aLuBwnz8YVYSA7J1jA,ZNMHkqeSYW3x2dcTKOKu4g,Maniac,10
+111aLuBwnz8YVYSA7J1jA,ILXzNdrQcbQEg9sI6hDGZQ,Insufficient sample,16
+111aLuBwnz8YVYSA7J1jA,ZNMHkqeSYW3x2dcTKOKu4g,Maniac,5
+111aLuBwnz8YVYSA7J1jA,71WcPQ8wpXl7l4D3eQcdMg,TAG,21
+111aLuBwnz8YVYSA7J1jA,7iyzb6ZPOQ1bveRr+kxjcQ,Loose-passive,27
+111aLuBwnz8YVYSA7J1jA,mWCla5EnE3FScmsbQzUmXg,TAG,21
+111aLuBwnz8YVYSA7J1jA,g08Dlzn2lhSj4Bf8HliRqg,LAG,44
+111aLuBwnz8YVYSA7J1jA,mWCla5EnE3FScmsbQzUmXg,TAG,5
+111aLuBwnz8YVYSA7J1jA,pcW9tDnNTKxOdhETcIPEQQ,Loose-passive,20
+111aLuBwnz8YVYSA7J1jA,7iyzb6ZPOQ1bveRr+kxjcQ,Loose-passive,16
+111aLuBwnz8YVYSA7J1jA,226qPV3djB8nLcttVJV2uw,Insufficient sample,3
+111aLuBwnz8YVYSA7J1jA,pcW9tDnNTKxOdhETcIPEQQ,Loose-passive,18
+111aLuBwnz8YVYSA7J1jA,kPozIcN69cYvWJjqy/kkdw,TAG,65
+111aLuBwnz8YVYSA7J1jA,rLIJ0rjdktP2gdI4o3TTDw,Insufficient sample,36
+111aLuBwnz8YVYSA7J1jA,5QqvJxfddUJ5IwSnVRIjCg,TAG,6
+111aLuBwnz8YVYSA7J1jA,pcW9tDnNTKxOdhETcIPEQQ,Loose-passive,22
+111aLuBwnz8YVYSA7J1jA,LMKQuTqrRNzCSRb88F3aJA,TAG,9
+111aLuBwnz8YVYSA7J1jA,RiZjRKEDsrQw3TvDcwdO1g,LAG,92
+111aLuBwnz8YVYSA7J1jA,gIrEZQMoaA8RYvyYFnTg7Q,LAG,6
+111aLuBwnz8YVYSA7J1jA,fOo6alTGSSq0NtSbQiouvw,Station,50
+111aLuBwnz8YVYSA7J1jA,gIrEZQMoaA8RYvyYFnTg7Q,LAG,5
+111aLuBwnz8YVYSA7J1jA,J2liOmWWv4Gi0uuHDhbDOw,Maniac,6
+111aLuBwnz8YVYSA7J1jA,gIrEZQMoaA8RYvyYFnTg7Q,LAG,2
+111aLuBwnz8YVYSA7J1jA,fOo6alTGSSq0NtSbQiouvw,Station,15
+111aLuBwnz8YVYSA7J1jA,fOo6alTGSSq0NtSbQiouvw,Station,5
+111aLuBwnz8YVYSA7J1jA,aFz2KcxhTtJwqWBUnhU8Ag,Station,33
+111aLuBwnz8YVYSA7J1jA,cPO/1/dTcZpLkQFm3jH3Rg,TAG,3
+111aLuBwnz8YVYSA7J1jA,N5rzGCHT63ENleTS6m8gaw,TAG,21
+111aLuBwnz8YVYSA7J1jA,5QqvJxfddUJ5IwSnVRIjCg,TAG,55
+111aLuBwnz8YVYSA7J1jA,KUaPRRMrNc+r+QoAVG1ryQ,LAG,37
+111aLuBwnz8YVYSA7J1jA,YkzMQiDZraZIKgs4KHIfYQ,Insufficient sample,20
+111aLuBwnz8YVYSA7J1jA,/XktUQKdAvS8xsnCTSuWdw,LAG,20
+111aLuBwnz8YVYSA7J1jA,fU3OuhYheTTSz8FH++Hgtw,TAG,30
+111aLuBwnz8YVYSA7J1jA,uCCl/kAprhcfvIGBR5iyxQ,Insufficient sample,6
+111aLuBwnz8YVYSA7J1jA,/XktUQKdAvS8xsnCTSuWdw,LAG,9
+111aLuBwnz8YVYSA7J1jA,YkzMQiDZraZIKgs4KHIfYQ,Insufficient sample,17
+111aLuBwnz8YVYSA7J1jA,/XktUQKdAvS8xsnCTSuWdw,LAG,3
+111aLuBwnz8YVYSA7J1jA,g08Dlzn2lhSj4Bf8HliRqg,LAG,127
+111aLuBwnz8YVYSA7J1jA,5QqvJxfddUJ5IwSnVRIjCg,TAG,26
+111aLuBwnz8YVYSA7J1jA,/XktUQKdAvS8xsnCTSuWdw,LAG,3
+111aLuBwnz8YVYSA7J1jA,5QqvJxfddUJ5IwSnVRIjCg,TAG,3
+111aLuBwnz8YVYSA7J1jA,fU3OuhYheTTSz8FH++Hgtw,TAG,25
+111aLuBwnz8YVYSA7J1jA,/XktUQKdAvS8xsnCTSuWdw,LAG,22
+111aLuBwnz8YVYSA7J1jA,5JmQRTnwTDvoc/Jf26/Ihg,Insufficient sample,11
+111aLuBwnz8YVYSA7J1jA,uCCl/kAprhcfvIGBR5iyxQ,Insufficient sample,26
+111aLuBwnz8YVYSA7J1jA,6py1Dz11Wwea6iiYYBuYxg,Maniac,27
+111aLuBwnz8YVYSA7J1jA,Gt8bdgQh0kK7F0vWHKaqEw,Insufficient sample,8
+111aLuBwnz8YVYSA7J1jA,3Nv2ByX7ho8Oqpr/gk426g,Station,13
+111aLuBwnz8YVYSA7J1jA,g08Dlzn2lhSj4Bf8HliRqg,LAG,50
+111aLuBwnz8YVYSA7J1jA,g08Dlzn2lhSj4Bf8HliRqg,LAG,10
+111aLuBwnz8YVYSA7J1jA,xHGRbw21HBlqovJ/gwEtug,TAG,26
+111aLuBwnz8YVYSA7J1jA,vR3RaCj8OdoWOiMSGthZiA,LAG,22
+111aLuBwnz8YVYSA7J1jA,5QqvJxfddUJ5IwSnVRIjCg,TAG,62
+111aLuBwnz8YVYSA7J1jA,6py1Dz11Wwea6iiYYBuYxg,Maniac,35
+111aLuBwnz8YVYSA7J1jA,kwYKL/cLfB9f+iwIOsdrrg,TAG,22
+111aLuBwnz8YVYSA7J1jA,g08Dlzn2lhSj4Bf8HliRqg,LAG,8
+111aLuBwnz8YVYSA7J1jA,xHGRbw21HBlqovJ/gwEtug,TAG,5
+111aLuBwnz8YVYSA7J1jA,5bu/RaKpqJiWVQmRNMfN1g,TAG,4
+111aLuBwnz8YVYSA7J1jA,yR8SD5iXi4LfV9PS24jA2w,Nit,13
+111aLuBwnz8YVYSA7J1jA,kwYKL/cLfB9f+iwIOsdrrg,TAG,13
+111aLuBwnz8YVYSA7J1jA,g08Dlzn2lhSj4Bf8HliRqg,LAG,14
+111aLuBwnz8YVYSA7J1jA,5QqvJxfddUJ5IwSnVRIjCg,TAG,18
+111aLuBwnz8YVYSA7J1jA,6py1Dz11Wwea6iiYYBuYxg,Maniac,13
+111aLuBwnz8YVYSA7J1jA,g08Dlzn2lhSj4Bf8HliRqg,LAG,4
+111aLuBwnz8YVYSA7J1jA,yR8SD5iXi4LfV9PS24jA2w,Nit,10
+111aLuBwnz8YVYSA7J1jA,6py1Dz11Wwea6iiYYBuYxg,Maniac,4
+111aLuBwnz8YVYSA7J1jA,6py1Dz11Wwea6iiYYBuYxg,Maniac,5
+111aLuBwnz8YVYSA7J1jA,5QqvJxfddUJ5IwSnVRIjCg,TAG,15
+111aLuBwnz8YVYSA7J1jA,BqmhAX/T1pkiitVpoZt2Zw,LAG,12
+111aLuBwnz8YVYSA7J1jA,g08Dlzn2lhSj4Bf8HliRqg,LAG,22
+111aLuBwnz8YVYSA7J1jA,6py1Dz11Wwea6iiYYBuYxg,Maniac,16
+111aLuBwnz8YVYSA7J1jA,5bu/RaKpqJiWVQmRNMfN1g,TAG,43
+111aLuBwnz8YVYSA7J1jA,fApR8Bh+X3HjF/ciJTb4fQ,Loose-passive,40
+111aLuBwnz8YVYSA7J1jA,5QqvJxfddUJ5IwSnVRIjCg,TAG,22
+111aLuBwnz8YVYSA7J1jA,5bu/RaKpqJiWVQmRNMfN1g,TAG,17
+111aLuBwnz8YVYSA7J1jA,6py1Dz11Wwea6iiYYBuYxg,Maniac,35
+111aLuBwnz8YVYSA7J1jA,6py1Dz11Wwea6iiYYBuYxg,Maniac,21
+111aLuBwnz8YVYSA7J1jA,6py1Dz11Wwea6iiYYBuYxg,Maniac,4
+111aLuBwnz8YVYSA7J1jA,6py1Dz11Wwea6iiYYBuYxg,Maniac,10
+111aLuBwnz8YVYSA7J1jA,6py1Dz11Wwea6iiYYBuYxg,Maniac,7
+111aLuBwnz8YVYSA7J1jA,BqmhAX/T1pkiitVpoZt2Zw,LAG,89
+111aLuBwnz8YVYSA7J1jA,5bu/RaKpqJiWVQmRNMfN1g,TAG,59
+111aLuBwnz8YVYSA7J1jA,hwRXmjHSyx4Kv0XLbd8i2A,Loose-passive,6
+111aLuBwnz8YVYSA7J1jA,HlYJp1b+iQcyFzqkP7cJVA,TAG,82
+111aLuBwnz8YVYSA7J1jA,g08Dlzn2lhSj4Bf8HliRqg,LAG,97
+111aLuBwnz8YVYSA7J1jA,5QqvJxfddUJ5IwSnVRIjCg,TAG,85
+111aLuBwnz8YVYSA7J1jA,g08Dlzn2lhSj4Bf8HliRqg,LAG,8
+111aLuBwnz8YVYSA7J1jA,A4RSAP2riqKJ/bPg1lR8sQ,Insufficient sample,26
+111aLuBwnz8YVYSA7J1jA,d2RrmS+MIyRjAvKLcmL2Uw,Loose-passive,27
+111aLuBwnz8YVYSA7J1jA,TifzNN12gi1kMG4NSkOW1w,Loose-passive,46
+111aLuBwnz8YVYSA7J1jA,5QqvJxfddUJ5IwSnVRIjCg,TAG,32
+111aLuBwnz8YVYSA7J1jA,RlVhq0DB46LAiPr1/L7t2w,Insufficient sample,20
+111aLuBwnz8YVYSA7J1jA,xHGRbw21HBlqovJ/gwEtug,TAG,5
+111aLuBwnz8YVYSA7J1jA,6py1Dz11Wwea6iiYYBuYxg,Maniac,58
+111aLuBwnz8YVYSA7J1jA,62HZTtbXzcvKhp4SpR0qLg,Loose-passive,18
+111aLuBwnz8YVYSA7J1jA,xHGRbw21HBlqovJ/gwEtug,TAG,24
+111aLuBwnz8YVYSA7J1jA,g08Dlzn2lhSj4Bf8HliRqg,LAG,73
+111aLuBwnz8YVYSA7J1jA,6py1Dz11Wwea6iiYYBuYxg,Maniac,32
+111aLuBwnz8YVYSA7J1jA,g08Dlzn2lhSj4Bf8HliRqg,LAG,14
+111aLuBwnz8YVYSA7J1jA,0tcLeI4U0svPp9B9vErOGA,TAG,26
+111aLuBwnz8YVYSA7J1jA,RlVhq0DB46LAiPr1/L7t2w,Insufficient sample,71
+111aLuBwnz8YVYSA7J1jA,d2RrmS+MIyRjAvKLcmL2Uw,Loose-passive,90
+111aLuBwnz8YVYSA7J1jA,EOwnwagTtsZ84vbg37fAYA,TAG,28
+111aLuBwnz8YVYSA7J1jA,g08Dlzn2lhSj4Bf8HliRqg,LAG,21
+111aLuBwnz8YVYSA7J1jA,ykuGORoXm5Yf7s2GxrIaHw,TAG,45
+111aLuBwnz8YVYSA7J1jA,ykuGORoXm5Yf7s2GxrIaHw,TAG,1
+111aLuBwnz8YVYSA7J1jA,OdjjWY31OJjhyOWn500zJQ,Insufficient sample,1
+111aLuBwnz8YVYSA7J1jA,d2RrmS+MIyRjAvKLcmL2Uw,Loose-passive,13
+111aLuBwnz8YVYSA7J1jA,y99vXjo9fDCEVjykBZlipA,Insufficient sample,14
+111aLuBwnz8YVYSA7J1jA,w4IMcw3mBx1RoNISVvfxJg,Maniac,13
+111aLuBwnz8YVYSA7J1jA,XciXjQ+N7F20yqty+PNN6w,Insufficient sample,9
+111aLuBwnz8YVYSA7J1jA,ykuGORoXm5Yf7s2GxrIaHw,TAG,28
+111aLuBwnz8YVYSA7J1jA,GGQLs6mPYi/JcRHL4sLCeQ,Loose-passive,31
+111aLuBwnz8YVYSA7J1jA,vXmyXjRHXKilJ3jZ8zkegw,Station,38
+111aLuBwnz8YVYSA7J1jA,qJ5OxnLorG2PINl1Zfe8BQ,TAG,19
+111aLuBwnz8YVYSA7J1jA,y99vXjo9fDCEVjykBZlipA,Insufficient sample,37
+111aLuBwnz8YVYSA7J1jA,rcjFVsG+B7vb9frJcjg2GQ,Insufficient sample,6
+111aLuBwnz8YVYSA7J1jA,TcCscE4gmusSea90KGg7lA,TAG,27
+111aLuBwnz8YVYSA7J1jA,EjqMPQg2HtDcwX9mOHPk6w,Insufficient sample,3
+111aLuBwnz8YVYSA7J1jA,sgEk2AhM8uxTIrH6x9PL3A,Insufficient sample,2
+111aLuBwnz8YVYSA7J1jA,0tcLeI4U0svPp9B9vErOGA,TAG,25
+111aLuBwnz8YVYSA7J1jA,sgEk2AhM8uxTIrH6x9PL3A,Insufficient sample,9
+111aLuBwnz8YVYSA7J1jA,Z35BfszyOau+Ec4YJClCBQ,TAG,48
+111aLuBwnz8YVYSA7J1jA,qYnTdHkYjNM63+PbZeuPFw,Loose-passive,10
+111aLuBwnz8YVYSA7J1jA,8AmTOsupknhG1PkIhEMBPg,Loose-passive,19
+111aLuBwnz8YVYSA7J1jA,qYnTdHkYjNM63+PbZeuPFw,Loose-passive,5
+111aLuBwnz8YVYSA7J1jA,0tcLeI4U0svPp9B9vErOGA,TAG,14
+111aLuBwnz8YVYSA7J1jA,0tcLeI4U0svPp9B9vErOGA,TAG,3
+111aLuBwnz8YVYSA7J1jA,e8tRC03B7fYriv2fEE+a0Q,TAG,43
+111aLuBwnz8YVYSA7J1jA,qYnTdHkYjNM63+PbZeuPFw,Loose-passive,7
+111aLuBwnz8YVYSA7J1jA,sOkTXesjI0eXrdf1L7S3tA,Insufficient sample,4
+111aLuBwnz8YVYSA7J1jA,7zbOKgkOEjkqfG0mu0V18A,Station,2
+111aLuBwnz8YVYSA7J1jA,w95uL5f9ccsvlcL4mI9kAA,LAG,5
+111aLuBwnz8YVYSA7J1jA,iauW7L/+7qzAuHow7CD75Q,Loose-passive,17
+111aLuBwnz8YVYSA7J1jA,NapGTVqHjZBg5+kwKQuyvA,Insufficient sample,1
+111aLuBwnz8YVYSA7J1jA,N2GLPygw+6NevY3s98c5Vg,TAG,5
+111aLuBwnz8YVYSA7J1jA,YWN1b6klSz49yH71vCy6Fg,Maniac,31
+111aLuBwnz8YVYSA7J1jA,sOkTXesjI0eXrdf1L7S3tA,Insufficient sample,17
+111aLuBwnz8YVYSA7J1jA,iauW7L/+7qzAuHow7CD75Q,Loose-passive,14
+111aLuBwnz8YVYSA7J1jA,WxipX+eMbzqhnjswC4V+mg,Loose-passive,21
+111aLuBwnz8YVYSA7J1jA,YWN1b6klSz49yH71vCy6Fg,Maniac,13
+111aLuBwnz8YVYSA7J1jA,HW70ne/KBLpqyvE1wxztbQ,TAG,17
+111aLuBwnz8YVYSA7J1jA,YWN1b6klSz49yH71vCy6Fg,Maniac,22
+111aLuBwnz8YVYSA7J1jA,YWN1b6klSz49yH71vCy6Fg,Maniac,3
+111aLuBwnz8YVYSA7J1jA,hO0e1+SO2lX0hqBn3Z/9KQ,Maniac,14
+111aLuBwnz8YVYSA7J1jA,WxipX+eMbzqhnjswC4V+mg,Loose-passive,39
+111aLuBwnz8YVYSA7J1jA,00I4FLLEqW8Ta2cd/jgIsQ,Insufficient sample,1
+111aLuBwnz8YVYSA7J1jA,qYnTdHkYjNM63+PbZeuPFw,Loose-passive,97
+111aLuBwnz8YVYSA7J1jA,00I4FLLEqW8Ta2cd/jgIsQ,Insufficient sample,10
+111aLuBwnz8YVYSA7J1jA,eHY2Au7CurLXB7M0UHhPBQ,TAG,58
+111aLuBwnz8YVYSA7J1jA,u/wIR9yCE5JHx4BqonPdiQ,Nit,55
+111aLuBwnz8YVYSA7J1jA,qYnTdHkYjNM63+PbZeuPFw,Loose-passive,9
+111aLuBwnz8YVYSA7J1jA,WxipX+eMbzqhnjswC4V+mg,Loose-passive,25
+111aLuBwnz8YVYSA7J1jA,N2GLPygw+6NevY3s98c5Vg,TAG,88
+111aLuBwnz8YVYSA7J1jA,qYnTdHkYjNM63+PbZeuPFw,Loose-passive,2
+111aLuBwnz8YVYSA7J1jA,32YL2ZEp8NT4JB2RVM9euQ,Nit,9
+111aLuBwnz8YVYSA7J1jA,32YL2ZEp8NT4JB2RVM9euQ,Nit,3
+111aLuBwnz8YVYSA7J1jA,u/wIR9yCE5JHx4BqonPdiQ,Nit,11
+111aLuBwnz8YVYSA7J1jA,qYnTdHkYjNM63+PbZeuPFw,Loose-passive,5
+111aLuBwnz8YVYSA7J1jA,Xl88SmJfCmb6KZNmEeXGzg,TAG,15
+111aLuBwnz8YVYSA7J1jA,Xl88SmJfCmb6KZNmEeXGzg,TAG,1
+111aLuBwnz8YVYSA7J1jA,nYxu06rnQM0UCuyeLvEI2Q,Station,13
+111aLuBwnz8YVYSA7J1jA,HZq/IPNa+0SGwOymA4j+oA,Insufficient sample,6
+111aLuBwnz8YVYSA7J1jA,Xl88SmJfCmb6KZNmEeXGzg,TAG,19
+111aLuBwnz8YVYSA7J1jA,HZq/IPNa+0SGwOymA4j+oA,Insufficient sample,8
+111aLuBwnz8YVYSA7J1jA,f3KKY4sfC96GZBUAO851YQ,Station,23
+111aLuBwnz8YVYSA7J1jA,Xl88SmJfCmb6KZNmEeXGzg,TAG,9
+111aLuBwnz8YVYSA7J1jA,kBI6CDz+ESYHCyI/FT9SYA,Loose-passive,28
+111aLuBwnz8YVYSA7J1jA,5TjVrmcFMNIWUnBwfAQUhA,Loose-passive,27
+111aLuBwnz8YVYSA7J1jA,jaC2PdHY7ohzU3I5+7xnFg,Insufficient sample,8
+111aLuBwnz8YVYSA7J1jA,c8bS03UyxYBMvVyP9Cv0Wg,Insufficient sample,20
+111aLuBwnz8YVYSA7J1jA,bI/gFObq7vmvWPzaBI6lyA,TAG,21
+111aLuBwnz8YVYSA7J1jA,kBI6CDz+ESYHCyI/FT9SYA,Loose-passive,38
+111aLuBwnz8YVYSA7J1jA,kBI6CDz+ESYHCyI/FT9SYA,Loose-passive,4
+111aLuBwnz8YVYSA7J1jA,C2vqT47mAgdbemATXZ/l/Q,TAG,12
+111aLuBwnz8YVYSA7J1jA,bI/gFObq7vmvWPzaBI6lyA,TAG,10
+111aLuBwnz8YVYSA7J1jA,kBI6CDz+ESYHCyI/FT9SYA,Loose-passive,10
+111aLuBwnz8YVYSA7J1jA,ZdYhVEK6Tc3wuR+hAGEaVA,Insufficient sample,5
+111aLuBwnz8YVYSA7J1jA,XEOIeYqdB9vUG5khkVJ/jw,LAG,6
+111aLuBwnz8YVYSA7J1jA,cPO/1/dTcZpLkQFm3jH3Rg,TAG,68
+111aLuBwnz8YVYSA7J1jA,EBuznqSfS9Nd+eIx/T0DGQ,Insufficient sample,8
+111aLuBwnz8YVYSA7J1jA,bI/gFObq7vmvWPzaBI6lyA,TAG,36
+111aLuBwnz8YVYSA7J1jA,qYnTdHkYjNM63+PbZeuPFw,Loose-passive,132
+111aLuBwnz8YVYSA7J1jA,XEOIeYqdB9vUG5khkVJ/jw,LAG,34
+111aLuBwnz8YVYSA7J1jA,J6fxfVnF9hHNzvkyz7IacA,Insufficient sample,16
+111aLuBwnz8YVYSA7J1jA,XEOIeYqdB9vUG5khkVJ/jw,LAG,8
+111aLuBwnz8YVYSA7J1jA,bI/gFObq7vmvWPzaBI6lyA,TAG,23
+111aLuBwnz8YVYSA7J1jA,Xl88SmJfCmb6KZNmEeXGzg,TAG,109
+111aLuBwnz8YVYSA7J1jA,SEsQRKrGnsOUz0WmrDPdKA,TAG,50
+111aLuBwnz8YVYSA7J1jA,XEOIeYqdB9vUG5khkVJ/jw,LAG,6
+111aLuBwnz8YVYSA7J1jA,XEOIeYqdB9vUG5khkVJ/jw,LAG,3
+111aLuBwnz8YVYSA7J1jA,Xl88SmJfCmb6KZNmEeXGzg,TAG,10
+111aLuBwnz8YVYSA7J1jA,9KPR3sZ+CxRm7bQ8qxFzMQ,Station,11
+111aLuBwnz8YVYSA7J1jA,OPPAHmh7NztYlFKuOLBcZw,Loose-passive,10
+111aLuBwnz8YVYSA7J1jA,liXaGNtNc0FD7kLWkZu1sA,Insufficient sample,17
+111aLuBwnz8YVYSA7J1jA,BSwFZlfrkNXzh7ycGuXDEw,Insufficient sample,23
+111aLuBwnz8YVYSA7J1jA,9KPR3sZ+CxRm7bQ8qxFzMQ,Station,8
+111aLuBwnz8YVYSA7J1jA,XEOIeYqdB9vUG5khkVJ/jw,LAG,24
+111aLuBwnz8YVYSA7J1jA,Xl88SmJfCmb6KZNmEeXGzg,TAG,25
+111aLuBwnz8YVYSA7J1jA,XEOIeYqdB9vUG5khkVJ/jw,LAG,28
+111aLuBwnz8YVYSA7J1jA,ZdYhVEK6Tc3wuR+hAGEaVA,Insufficient sample,42
+111aLuBwnz8YVYSA7J1jA,+UnO3Ad3qUOWv4UZdwtIHw,Station,43
+111aLuBwnz8YVYSA7J1jA,+UnO3Ad3qUOWv4UZdwtIHw,Station,4
+111aLuBwnz8YVYSA7J1jA,+UnO3Ad3qUOWv4UZdwtIHw,Station,5
+111aLuBwnz8YVYSA7J1jA,+UnO3Ad3qUOWv4UZdwtIHw,Station,4
+111aLuBwnz8YVYSA7J1jA,igt7PzIFoP60WRLNWSYvYg,TAG,26
+111aLuBwnz8YVYSA7J1jA,Xl88SmJfCmb6KZNmEeXGzg,TAG,58
+111aLuBwnz8YVYSA7J1jA,WneYQ68sAzZMZ2TKqmLjVg,TAG,62
+111aLuBwnz8YVYSA7J1jA,WneYQ68sAzZMZ2TKqmLjVg,TAG,1
+111aLuBwnz8YVYSA7J1jA,OPPAHmh7NztYlFKuOLBcZw,Loose-passive,75
+111aLuBwnz8YVYSA7J1jA,qfjyReU1mO2RCkaPCF2olA,Loose-passive,10
+111aLuBwnz8YVYSA7J1jA,eDJ5kKGcZx1VHQZISVoPAg,TAG,30
+111aLuBwnz8YVYSA7J1jA,eDJ5kKGcZx1VHQZISVoPAg,TAG,1
+111aLuBwnz8YVYSA7J1jA,Xl88SmJfCmb6KZNmEeXGzg,TAG,9
+111aLuBwnz8YVYSA7J1jA,Kqq1XV1wagjhh24IKnGW2A,Insufficient sample,2
+198VWQSWBhYQOcizzuBkw,0aF+6zjnM/jvjpW9+RyGqA,LAG,2
+198VWQSWBhYQOcizzuBkw,ACyN70ILNMZE8zOlLk3Ucg,Station,3
+198VWQSWBhYQOcizzuBkw,GM93mEv/GkWPhKJ25MExaw,Insufficient sample,6
+198VWQSWBhYQOcizzuBkw,TgDsTeCdLQt8kWbL00ByRA,Loose-passive,12
+198VWQSWBhYQOcizzuBkw,LtASJ9OlkqGrrUKGQlpGAw,Nit,19
+198VWQSWBhYQOcizzuBkw,GM93mEv/GkWPhKJ25MExaw,Insufficient sample,17
+198VWQSWBhYQOcizzuBkw,7qRk4YH4/k/08LgJSv7rBQ,TAG,29
+198VWQSWBhYQOcizzuBkw,TgDsTeCdLQt8kWbL00ByRA,Loose-passive,17
+198VWQSWBhYQOcizzuBkw,GM93mEv/GkWPhKJ25MExaw,Insufficient sample,9
+198VWQSWBhYQOcizzuBkw,7qRk4YH4/k/08LgJSv7rBQ,TAG,10
+198VWQSWBhYQOcizzuBkw,R6AGToFJQOYVZAjC2jXEKw,LAG,41
+198VWQSWBhYQOcizzuBkw,BYxjLnV1/LL0aZcTbfAOvw,TAG,42
+198VWQSWBhYQOcizzuBkw,TgDsTeCdLQt8kWbL00ByRA,Loose-passive,9
+198VWQSWBhYQOcizzuBkw,7qRk4YH4/k/08LgJSv7rBQ,TAG,4
+198VWQSWBhYQOcizzuBkw,R6AGToFJQOYVZAjC2jXEKw,LAG,4
+198VWQSWBhYQOcizzuBkw,BYxjLnV1/LL0aZcTbfAOvw,TAG,10
+198VWQSWBhYQOcizzuBkw,7qRk4YH4/k/08LgJSv7rBQ,TAG,7
+198VWQSWBhYQOcizzuBkw,TgDsTeCdLQt8kWbL00ByRA,Loose-passive,9
+198VWQSWBhYQOcizzuBkw,9wWOoS2QEhCmOCt1GOwBKA,Station,4
+198VWQSWBhYQOcizzuBkw,R6AGToFJQOYVZAjC2jXEKw,LAG,6
+198VWQSWBhYQOcizzuBkw,LtASJ9OlkqGrrUKGQlpGAw,Nit,30
+198VWQSWBhYQOcizzuBkw,6xwTmxz/r4ujCKrWg1zBag,LAG,2
+198VWQSWBhYQOcizzuBkw,quBbyAT17C0C942AGh/CWQ,LAG,7
+198VWQSWBhYQOcizzuBkw,6xwTmxz/r4ujCKrWg1zBag,LAG,5
+198VWQSWBhYQOcizzuBkw,quBbyAT17C0C942AGh/CWQ,LAG,4
+198VWQSWBhYQOcizzuBkw,quBbyAT17C0C942AGh/CWQ,LAG,5
+198VWQSWBhYQOcizzuBkw,99fJ0N0OFc+w/ct0nEeJsQ,Insufficient sample,1
+198VWQSWBhYQOcizzuBkw,U/3f9UY9qs8yEpfIXb5VJw,Maniac,22
+198VWQSWBhYQOcizzuBkw,nT7qxpfVs64lHXykzvjvUQ,Insufficient sample,1
+198VWQSWBhYQOcizzuBkw,6+g0Lb6vfRDZkElV8ieHyQ,Loose-passive,25
+198VWQSWBhYQOcizzuBkw,6FvSRd9efAx4+MXq7jtAoQ,Insufficient sample,20
+198VWQSWBhYQOcizzuBkw,nT7qxpfVs64lHXykzvjvUQ,Insufficient sample,13
+198VWQSWBhYQOcizzuBkw,KLmNXHIuWnZYeJZEb8hPjw,Nit,47
+198VWQSWBhYQOcizzuBkw,2G0C7dp4wlPpE21FHjjElQ,TAG,23
+198VWQSWBhYQOcizzuBkw,nT7qxpfVs64lHXykzvjvUQ,Insufficient sample,10
+198VWQSWBhYQOcizzuBkw,KLmNXHIuWnZYeJZEb8hPjw,Nit,2
+198VWQSWBhYQOcizzuBkw,H925Q74gtPJYgCt3Xa4buQ,LAG,53
+198VWQSWBhYQOcizzuBkw,4vStZhq8M32K2oPWC5xdYg,TAG,22
+198VWQSWBhYQOcizzuBkw,nT7qxpfVs64lHXykzvjvUQ,Insufficient sample,8
+198VWQSWBhYQOcizzuBkw,nT7qxpfVs64lHXykzvjvUQ,Insufficient sample,6
+198VWQSWBhYQOcizzuBkw,q37lTZTw+GzkPRauyglwuQ,LAG,20
+198VWQSWBhYQOcizzuBkw,KLmNXHIuWnZYeJZEb8hPjw,Nit,22
+198VWQSWBhYQOcizzuBkw,v+QfkGiuj9bgtuNoVnDO8w,Nit,43
+198VWQSWBhYQOcizzuBkw,v+QfkGiuj9bgtuNoVnDO8w,Nit,11
+198VWQSWBhYQOcizzuBkw,rUd51ootRhQGBa8zDlRycA,Insufficient sample,29
+198VWQSWBhYQOcizzuBkw,q37lTZTw+GzkPRauyglwuQ,LAG,22
+198VWQSWBhYQOcizzuBkw,O2pkHA7N4zjAKk/Op8XCUg,Insufficient sample,5
+198VWQSWBhYQOcizzuBkw,q37lTZTw+GzkPRauyglwuQ,LAG,3
+198VWQSWBhYQOcizzuBkw,rmug/nkWPQU38+TcoDezPg,Insufficient sample,25
+198VWQSWBhYQOcizzuBkw,q37lTZTw+GzkPRauyglwuQ,LAG,3
+198VWQSWBhYQOcizzuBkw,v+QfkGiuj9bgtuNoVnDO8w,Nit,17
+198VWQSWBhYQOcizzuBkw,rmug/nkWPQU38+TcoDezPg,Insufficient sample,3
+198VWQSWBhYQOcizzuBkw,t6901AT5MxYY58pDlcxchA,Nit,52
+198VWQSWBhYQOcizzuBkw,v+QfkGiuj9bgtuNoVnDO8w,Nit,3
+198VWQSWBhYQOcizzuBkw,tOAk1Og4mVObMBOfvdDYOw,LAG,1
+198VWQSWBhYQOcizzuBkw,rmug/nkWPQU38+TcoDezPg,Insufficient sample,4
+198VWQSWBhYQOcizzuBkw,rsEhPxF90uwMcE3D/q4L+Q,Loose-passive,3
+198VWQSWBhYQOcizzuBkw,rmug/nkWPQU38+TcoDezPg,Insufficient sample,3
+198VWQSWBhYQOcizzuBkw,O4kFF1Pkms0Vp7OZady6uA,Nit,15
+198VWQSWBhYQOcizzuBkw,rmug/nkWPQU38+TcoDezPg,Insufficient sample,20
+198VWQSWBhYQOcizzuBkw,pQKY7IrwDahE1fRdoeJGLQ,Loose-passive,6
