raiser_position,defender_position,defender_archetype,hand,avg_ev_bb
CO,BB,Nit,T4o,1.5458126508895138
CO,BB,Nit,T5s,1.521715502321807
CO,BB,Nit,T6s,1.521715502321807
CO,BB,Nit,85s,1.5262337176782523
CO,BB,Nit,J3o,1.5397883637475873
CO,BB,Nit,76s,1.5096669280379535
CO,BB,Nit,95s,1.5249686173784476
CO,BB,Nit,T7o,1.521715502321807
CO,BB,Nit,T2s,1.521715502321807
CO,BB,Nit,T5o,1.521715502321807
CO,BB,Nit,93s,1.5446077934611286
CO,BB,Nit,95o,1.5243059457928354
CO,BB,Nit,75s,1.5096669280379535
CO,BB,Nit,Q2o,1.521715502321807
CO,BB,Nit,87o,1.527559060849476
CO,BB,Nit,86s,1.5269867535709931
CO,BB,Nit,94s,1.5245318565606578
CO,BB,Nit,85o,1.5267457820853159
CO,BB,Nit,92s,1.5269867535709931
CO,BB,Nit,T3o,1.5402703067189414
CO,BB,Nit,86o,1.5272879679280893
CO,BB,Nit,T6o,1.521715502321807
CO,BB,Nit,93o,1.5458277116073689
CO,BB,Nit,J2o,1.5337640766056608
CO,BB,Nit,65s,1.5279807609494107
CO,BB,Nit,76o,1.5096669280379535
CO,BB,Nit,74s,1.5096669280379535
CO,BB,Nit,73s,1.5268963892638638
CO,BB,Nit,83s,1.5273482107995087
CO,BB,Nit,84o,1.5419571071186808
CO,BB,Nit,T2o,1.5337640766056608
CO,BB,Nit,84s,1.5302097471919236
CO,BB,Nit,54s,1.5096669280379535
CO,BB,Nit,53s,1.5515357236743446
CO,BB,Nit,75o,1.5096669280379535
CO,BB,Nit,64s,1.5096669280379535
CO,BB,Nit,92o,1.523040845493031
CO,BB,Nit,82s,1.5266855392138965
CO,BB,Nit,74o,1.5337640766056604
CO,BB,Nit,64o,1.5337640766056604
CO,BB,Nit,43s,1.5271674821852506
CO,BB,Nit,82o,1.539095570726266
CO,BB,Nit,94o,1.548267547899849
CO,BB,Nit,65o,1.5278301537708627
CO,BB,Nit,73o,1.5277699108994434
CO,BB,Nit,72s,1.5096669280379535
CO,BB,Nit,63s,1.528221732435088
CO,BB,Nit,53o,1.552138152388537
CO,BB,Nit,32s,1.5283422181779265
CO,BB,Nit,83o,1.5273180893637992
CO,BB,Nit,62s,1.5096669280379535
CO,BB,Nit,42s,1.5096669280379535
CO,BB,Nit,52s,1.5096669280379535
CO,BB,Nit,62o,1.521715502321807
CO,BB,Nit,72o,1.521715502321807
CO,BB,Nit,54o,1.5337640766056604
CO,BB,Nit,63o,1.5279807609494107
CO,BB,Nit,32o,1.5403305495903608
CO,BB,Nit,52o,1.521715502321807
CO,BB,Nit,42o,1.521715502321807
CO,BB,Nit,43o,1.5282819753065073
CO,BB,TAG,AA,1.6921828894533506
CO,BB,TAG,KK,1.6249799305712243
CO,BB,TAG,QQ,1.5818840267905723
CO,BB,TAG,JJ,1.626766760032263
CO,BB,TAG,TT,1.6144709505207067
CO,BB,TAG,99,1.6105338686574007
CO,BB,TAG,88,1.6383962941515675
CO,BB,TAG,AKs,1.6291290091502468
CO,BB,TAG,77,1.5848519808106032
CO,BB,TAG,AKo,1.6049008130683626
CO,BB,TAG,AJo,1.6049008130683626
CO,BB,TAG,AQo,1.6049008130683626
CO,BB,TAG,AQs,1.6049008130683626
CO,BB,TAG,A9o,1.6624427787628377
CO,BB,TAG,A7o,1.6049008130683626
CO,BB,TAG,KJs,1.6291290091502468
CO,BB,TAG,QJs,1.5806726169864784
CO,BB,TAG,A7s,1.6049008130683626
CO,BB,TAG,A9s,1.6369426023866547
CO,BB,TAG,KTo,1.6049008130683626
CO,BB,TAG,A8o,1.6049008130683626
CO,BB,TAG,AJs,1.6291290091502468
CO,BB,TAG,ATs,1.6291290091502468
CO,BB,TAG,K9s,1.6332175172390648
CO,BB,TAG,55,1.556444420904594
CO,BB,TAG,66,1.5862451020853117
CO,BB,TAG,KQs,1.6049008130683626
CO,BB,TAG,A8s,1.6291290091502468
CO,BB,TAG,ATo,1.6049008130683626
CO,BB,TAG,A5s,1.6457858939565424
CO,BB,TAG,QTs,1.5806726169864784
CO,BB,TAG,K8s,1.6291290091502468
CO,BB,TAG,KTs,1.6291290091502468
CO,BB,TAG,A4s,1.6049008130683626
CO,BB,TAG,KJo,1.6049008130683626
CO,BB,TAG,K5s,1.6049008130683626
CO,BB,TAG,A6s,1.6049008130683626
CO,BB,TAG,K9o,1.6400014121419924
CO,BB,TAG,A3s,1.6450590480740859
CO,BB,TAG,44,1.6139863865990691
CO,BB,TAG,KQo,1.6049008130683626
CO,BB,TAG,K7s,1.6049008130683626
CO,BB,TAG,Q8s,1.5806726169864784
CO,BB,TAG,A5o,1.6445139136622435
CO,BB,TAG,Q5s,1.556444420904594
CO,BB,TAG,A4o,1.6291290091502468
CO,BB,TAG,Q9o,1.626766760032263
CO,BB,TAG,QTo,1.556444420904594
CO,BB,TAG,Q9s,1.5900610429682083
CO,BB,TAG,A6o,1.6049008130683626
CO,BB,TAG,A2s,1.6049008130683626
CO,BB,TAG,JTs,1.6291290091502468
CO,BB,TAG,K4o,1.6291290091502468
CO,BB,TAG,K6s,1.6049008130683626
CO,BB,TAG,K8o,1.6291290091502468
CO,BB,TAG,K7o,1.6049008130683626
CO,BB,TAG,J9o,1.6291290091502468
CO,BB,TAG,J8s,1.6049008130683626
CO,BB,TAG,JTo,1.6291290091502468
CO,BB,TAG,K4s,1.6049008130683626
CO,BB,TAG,K2s,1.6049008130683626
CO,BB,TAG,K6o,1.6049008130683626
CO,BB,TAG,J9s,1.6247679338555077
CO,BB,TAG,K3s,1.6440899202308106
CO,BB,TAG,A3o,1.645664752976133
CO,BB,TAG,Q6s,1.556444420904594
CO,BB,TAG,QJo,1.556444420904594
CO,BB,TAG,33,1.6432419333679444
CO,BB,TAG,Q3s,1.5969660788515452
CO,BB,TAG,J7s,1.5806726169864784
CO,BB,TAG,Q6o,1.556444420904594
CO,BB,TAG,Q7s,1.556444420904594
CO,BB,TAG,J5s,1.5806726169864784
CO,BB,TAG,J6s,1.5806726169864784
CO,BB,TAG,T9o,1.6291290091502468
CO,BB,TAG,Q7o,1.556444420904594
CO,BB,TAG,A2o,1.6291290091502468
CO,BB,TAG,K5o,1.6049008130683626
CO,BB,TAG,K3o,1.6448167661132669
CO,BB,TAG,Q8o,1.5806726169864784
CO,BB,TAG,T7s,1.5806726169864784
CO,BB,TAG,J8o,1.6049008130683626
CO,BB,TAG,97s,1.5804606202707616
CO,BB,TAG,T8s,1.6195588716979026
CO,BB,TAG,Q4s,1.556444420904594
CO,BB,TAG,J4s,1.5806726169864784
CO,BB,TAG,J3s,1.6225268257179335
CO,BB,TAG,96s,1.5821263087513913
CO,BB,TAG,J7o,1.5806726169864784
CO,BB,TAG,Q5o,1.556444420904594
CO,BB,TAG,J4o,1.6291290091502468
CO,BB,TAG,98s,1.6071419212059368
CO,BB,TAG,T9s,1.5975717837535923
CO,BB,TAG,K2o,1.6291290091502468
CO,BB,TAG,Q4o,1.6049008130683626
CO,BB,TAG,22,1.6472395857214552
CO,BB,TAG,98o,1.607656770372677
CO,BB,TAG,Q2s,1.556444420904594
CO,BB,TAG,T8o,1.6049008130683626
CO,BB,TAG,Q3o,1.5971477903221596
CO,BB,TAG,J6o,1.5806726169864784
CO,BB,TAG,J5o,1.5806726169864784
CO,BB,TAG,J2s,1.5806726169864784
CO,BB,TAG,T4s,1.5806726169864784
CO,BB,TAG,T3s,1.6216182683648626
CO,BB,TAG,97o,1.5815206038493441
CO,BB,TAG,87s,1.5806726169864784
CO,BB,TAG,96o,1.5809754694375018
CO,BB,TAG,T4o,1.6291290091502468
CO,BB,TAG,T5s,1.5806726169864784
CO,BB,TAG,T6s,1.5806726169864784
CO,BB,TAG,85s,1.5806726169864784
CO,BB,TAG,J3o,1.622769107678752
CO,BB,TAG,76s,1.556444420904594
CO,BB,TAG,95s,1.581823456300368
CO,BB,TAG,T7o,1.5806726169864784
CO,BB,TAG,T2s,1.5806726169864784
CO,BB,TAG,T5o,1.5806726169864784
CO,BB,TAG,93s,1.6428785104267163
CO,BB,TAG,95o,1.581490318604242
CO,BB,TAG,75s,1.556444420904594
CO,BB,TAG,Q2o,1.5806726169864784
CO,BB,TAG,87o,1.5806726169864784
CO,BB,TAG,86s,1.5806726169864784
CO,BB,TAG,94s,1.5822171644866982
CO,BB,TAG,85o,1.5806726169864784
CO,BB,TAG,92s,1.602114570518946
CO,BB,TAG,T3o,1.6213154159138392
CO,BB,TAG,86o,1.5806726169864784
CO,BB,TAG,T6o,1.5806726169864784
CO,BB,TAG,93o,1.641667100622622
CO,BB,TAG,J2o,1.6049008130683626
CO,BB,TAG,65s,1.5978140657144113
CO,BB,TAG,76o,1.556444420904594
CO,BB,TAG,74s,1.556444420904594
CO,BB,TAG,73s,1.5989649050283008
CO,BB,TAG,83s,1.5806726169864784
CO,BB,TAG,84o,1.618165750423194
CO,BB,TAG,T2o,1.6049008130683626
CO,BB,TAG,84s,1.5938164133609005
CO,BB,TAG,54s,1.556444420904594
CO,BB,TAG,53s,1.6462098873879754
CO,BB,TAG,75o,1.556444420904594
CO,BB,TAG,64s,1.556444420904594
CO,BB,TAG,92o,1.5899701872329013
CO,BB,TAG,82s,1.5806726169864784
CO,BB,TAG,74o,1.6049008130683626
CO,BB,TAG,64o,1.6049008130683626
CO,BB,TAG,43s,1.597935206694821
CO,BB,TAG,82o,1.6049008130683626
CO,BB,TAG,94o,1.6294621468463728
CO,BB,TAG,65o,1.598116918165435
CO,BB,TAG,73o,1.5984197706164585
CO,BB,TAG,72s,1.556444420904594
CO,BB,TAG,63s,1.5978140657144113
CO,BB,TAG,53o,1.64730015621166
CO,BB,TAG,32s,1.5987226230674818
CO,BB,TAG,83o,1.5806726169864784
CO,BB,TAG,62s,1.556444420904594
CO,BB,TAG,42s,1.556444420904594
CO,BB,TAG,52s,1.556444420904594
CO,BB,TAG,62o,1.5806726169864784
CO,BB,TAG,72o,1.5806726169864784
CO,BB,TAG,54o,1.6049008130683626
CO,BB,TAG,63o,1.5985409115968678
CO,BB,TAG,32o,1.622405684737524
CO,BB,TAG,52o,1.5806726169864784
CO,BB,TAG,42o,1.5806726169864784
CO,BB,TAG,43o,1.5975717837535923
CO,BB,LAG,AA,2.01830685893847
CO,BB,LAG,KK,1.8324920103201883
CO,BB,LAG,QQ,1.7578050984565035
CO,BB,LAG,JJ,1.8137558229942004
CO,BB,LAG,TT,1.7770569606630229
CO,BB,LAG,99,1.7810104680804333
CO,BB,LAG,88,1.8324060645067661
CO,BB,LAG,AKs,1.7770569606630229
CO,BB,LAG,77,1.7746504778872076
CO,BB,LAG,AKo,1.7775726355435548
CO,BB,LAG,AJo,1.7308181130420077
CO,BB,LAG,AQo,1.7554845614941101
CO,BB,LAG,AQs,1.754453211733047
CO,BB,LAG,A9o,1.9120778335489248
CO,BB,LAG,A7o,1.7500699752485265
CO,BB,LAG,KJs,1.7770569606630229
CO,BB,LAG,QJs,1.6395436591878838
CO,BB,LAG,A7s,1.7517888915169657
CO,BB,LAG,A9s,1.9340799617849467
CO,BB,LAG,KTo,1.708300309925453
CO,BB,LAG,A8o,1.708300309925453
CO,BB,LAG,AJs,1.7818699262146527
CO,BB,LAG,ATs,1.7770569606630229
CO,BB,LAG,K9s,1.878301128874094
CO,BB,LAG,55,1.5707870084503144
CO,BB,LAG,66,1.686813856569963
CO,BB,LAG,KQs,1.708300309925453
CO,BB,LAG,A8s,1.7770569606630229
CO,BB,LAG,ATo,1.708300309925453
CO,BB,LAG,A5s,1.8223504043363967
CO,BB,LAG,QTs,1.6395436591878838
CO,BB,LAG,K8s,1.839797404461055
CO,BB,LAG,KTs,1.7770569606630229
CO,BB,LAG,A4s,1.708300309925453
CO,BB,LAG,KJo,1.709761388753627
CO,BB,LAG,K5s,1.708300309925453
CO,BB,LAG,A6s,1.708300309925453
CO,BB,LAG,K9o,1.8421179414234476
CO,BB,LAG,A3s,1.8129823106734027
CO,BB,LAG,44,1.795105581481635
CO,BB,LAG,KQo,1.708300309925453
CO,BB,LAG,K7s,1.708300309925453
CO,BB,LAG,Q8s,1.7055500438959506
CO,BB,LAG,A5o,1.8226941875900844
CO,BB,LAG,Q5s,1.5707870084503144
CO,BB,LAG,A4o,1.7770569606630229
CO,BB,LAG,Q9o,1.7976839558842936
CO,BB,LAG,QTo,1.5707870084503144
CO,BB,LAG,Q9s,1.7481791673532434
CO,BB,LAG,A6o,1.708300309925453
CO,BB,LAG,A2s,1.708300309925453
CO,BB,LAG,JTs,1.7770569606630229
CO,BB,LAG,K4o,1.7770569606630229
CO,BB,LAG,K6s,1.708300309925453
CO,BB,LAG,K8o,1.7770569606630229
CO,BB,LAG,K7o,1.708300309925453
CO,BB,LAG,J9o,1.7770569606630229
CO,BB,LAG,J8s,1.7784320936777742
CO,BB,LAG,JTo,1.7770569606630229
CO,BB,LAG,K4s,1.708300309925453
CO,BB,LAG,K2s,1.708300309925453
CO,BB,LAG,K6o,1.708300309925453
CO,BB,LAG,J9s,1.7715564286040173
CO,BB,LAG,K3s,1.8112633944049634
CO,BB,LAG,A3o,1.8129823106734027
CO,BB,LAG,Q6s,1.5707870084503144
CO,BB,LAG,QJo,1.5707870084503144
CO,BB,LAG,33,1.8332655226409862
CO,BB,LAG,Q3s,1.6730625264224492
CO,BB,LAG,J7s,1.6395436591878838
CO,BB,LAG,Q6o,1.5707870084503144
CO,BB,LAG,Q7s,1.5707870084503144
CO,BB,LAG,J5s,1.6395436591878838
CO,BB,LAG,J6s,1.6395436591878838
CO,BB,LAG,T9o,1.7770569606630229
CO,BB,LAG,Q7o,1.5707870084503144
CO,BB,LAG,A2o,1.7770569606630229
CO,BB,LAG,K5o,1.708300309925453
CO,BB,LAG,K3o,1.810747719524432
CO,BB,LAG,Q8o,1.6395436591878838
CO,BB,LAG,T7s,1.6395436591878838
CO,BB,LAG,J8o,1.708300309925453
CO,BB,LAG,97s,1.72875541351988
CO,BB,LAG,T8s,1.8172796013445012
CO,BB,LAG,Q4s,1.5707870084503144
CO,BB,LAG,J4s,1.6395436591878838
CO,BB,LAG,J3s,1.743709985055302
CO,BB,LAG,96s,1.7329667583775563
CO,BB,LAG,J7o,1.6395436591878838
CO,BB,LAG,Q5o,1.5707870084503144
CO,BB,LAG,J4o,1.7770569606630229
CO,BB,LAG,98s,1.8769259958593423
CO,BB,LAG,T9s,1.7337402706983542
CO,BB,LAG,K2o,1.7770569606630229
CO,BB,LAG,Q4o,1.7083003099254537
CO,BB,LAG,22,1.8709097889198052
CO,BB,LAG,98o,1.808169345121773
CO,BB,LAG,Q2s,1.5707870084503144
CO,BB,LAG,T8o,1.708300309925453
CO,BB,LAG,Q3o,1.6728906347956052
CO,BB,LAG,J6o,1.6395436591878838
CO,BB,LAG,J5o,1.6395436591878838
CO,BB,LAG,J2s,1.6395436591878838
CO,BB,LAG,T4s,1.6395436591878838
CO,BB,LAG,T3s,1.7471478175921804
CO,BB,LAG,97o,1.7358029702204814
CO,BB,LAG,87s,1.7052062606422627
CO,BB,LAG,96o,1.7298727090943657
CO,BB,LAG,T4o,1.7770569606630229
CO,BB,LAG,T5s,1.6395436591878838
CO,BB,LAG,T6s,1.6395436591878838
CO,BB,LAG,85s,1.708815984805985
CO,BB,LAG,J3o,1.7440537683089896
CO,BB,LAG,76s,1.5707870084503144
CO,BB,LAG,95s,1.7335683790715102
CO,BB,LAG,T7o,1.6395436591878838
CO,BB,LAG,T2s,1.6395436591878838
CO,BB,LAG,T5o,1.6395436591878838
CO,BB,LAG,93s,1.8704800598526952
CO,BB,LAG,95o,1.738467290436562
CO,BB,LAG,75s,1.5707870084503144
CO,BB,LAG,Q2o,1.6395436591878838
CO,BB,LAG,87o,1.7081284182986096
CO,BB,LAG,86s,1.7083003099254537
CO,BB,LAG,94s,1.738209452996296
CO,BB,LAG,85o,1.7060657187764825
CO,BB,LAG,92s,1.763477522142353
CO,BB,LAG,T3o,1.7449132264432095
CO,BB,LAG,86o,1.7062376104033266
CO,BB,LAG,T6o,1.6395436591878838
CO,BB,LAG,93o,1.8774416707398744
CO,BB,LAG,J2o,1.708300309925453
CO,BB,LAG,65s,1.686985748196807
CO,BB,LAG,76o,1.5707870084503144
CO,BB,LAG,74s,1.5707870084503144
CO,BB,LAG,73s,1.6747814426908885
CO,BB,LAG,83s,1.7077846350449217
CO,BB,LAG,84o,1.808685020002305
CO,BB,LAG,T2o,1.708300309925453
CO,BB,LAG,84s,1.741131610652643
CO,BB,LAG,54s,1.5707870084503144
CO,BB,LAG,53s,1.8152169018223738
CO,BB,LAG,75o,1.5707870084503144
CO,BB,LAG,64s,1.6367933931583807
CO,BB,LAG,92o,1.7101911178207363
CO,BB,LAG,82s,1.706925176910702
CO,BB,LAG,74o,1.7083003099254537
CO,BB,LAG,64o,1.7083003099254537
CO,BB,LAG,43s,1.6954084379121592
CO,BB,LAG,82o,1.7705250788429538
CO,BB,LAG,94o,1.8766681584190767
CO,BB,LAG,65o,1.6881889895847142
CO,BB,LAG,73o,1.6761565757056396
CO,BB,LAG,72s,1.5707870084503144
CO,BB,LAG,63s,1.677703600347235
CO,BB,LAG,53o,1.8162482515834373
CO,BB,LAG,32s,1.6876733147041827
CO,BB,LAG,83o,1.7077846350449217
CO,BB,LAG,62s,1.6429814917247623
CO,BB,LAG,42s,1.6395436591878838
CO,BB,LAG,52s,1.5707870084503144
CO,BB,LAG,62o,1.7129413838502394
CO,BB,LAG,72o,1.6395436591878838
CO,BB,LAG,54o,1.7083003099254537
CO,BB,LAG,63o,1.6730625264224492
CO,BB,LAG,32o,1.7564299654417521
CO,BB,LAG,52o,1.6395436591878838
CO,BB,LAG,42o,1.7062376104033266
CO,BB,LAG,43o,1.6950646546584711
CO,BB,Loose-passive,AA,2.2156686170216466
CO,BB,Loose-passive,KK,1.9986837452030206
CO,BB,Loose-passive,QQ,1.8961853665262662
CO,BB,Loose-passive,JJ,1.981900384951856
CO,BB,Loose-passive,TT,1.9411407957704572
CO,BB,Loose-passive,99,1.9327491156448744
CO,BB,Loose-passive,88,1.9926896879704616
CO,BB,Loose-passive,AKs,1.9373445595231695
CO,BB,Loose-passive,77,1.930351492751851
CO,BB,Loose-passive,AKo,1.9429390129402242
CO,BB,Loose-passive,AJo,1.8770043833820784
CO,BB,Loose-passive,AQo,1.921260505949137
CO,BB,Loose-passive,AQs,1.9231586240727807
CO,BB,Loose-passive,A9o,2.090492721815045
CO,BB,Loose-passive,A7o,1.9177639725634776
CO,BB,Loose-passive,KJs,1.9373445595231695
CO,BB,Loose-passive,QJs,1.7775030333216035
CO,BB,Loose-passive,A7s,1.9181635763789817
CO,BB,Loose-passive,A9s,2.1181652860386913
CO,BB,Loose-passive,KTo,1.8574237964223865
CO,BB,Loose-passive,A8o,1.8574237964223865
CO,BB,Loose-passive,AJs,1.9421398053092165
CO,BB,Loose-passive,ATs,1.9373445595231695
CO,BB,Loose-passive,K9s,2.0497331326336456
CO,BB,Loose-passive,55,1.6975822702208205
CO,BB,Loose-passive,66,1.8342467751231595
CO,BB,Loose-passive,KQs,1.8574237964223865
CO,BB,Loose-passive,A8s,1.9373445595231695
CO,BB,Loose-passive,ATo,1.8574237964223865
CO,BB,Loose-passive,A5s,1.9927895889243379
CO,BB,Loose-passive,QTs,1.7775030333216035
CO,BB,Loose-passive,K8s,2.006076415789843
CO,BB,Loose-passive,KTs,1.9373445595231695
CO,BB,Loose-passive,A4s,1.8574237964223865
CO,BB,Loose-passive,KJo,1.8623189431623093
CO,BB,Loose-passive,K5s,1.8574237964223865
CO,BB,Loose-passive,A6s,1.8574237964223865
CO,BB,Loose-passive,K9o,2.010671859668138
CO,BB,Loose-passive,A3s,1.9804018706437165
CO,BB,Loose-passive,44,1.9577243541138694
CO,BB,Loose-passive,KQo,1.8574237964223865
CO,BB,Loose-passive,K7s,1.8574237964223865
CO,BB,Loose-passive,Q8s,1.8548263716216111
CO,BB,Loose-passive,A5o,1.9940883013247255
CO,BB,Loose-passive,Q5s,1.6975822702208205
CO,BB,Loose-passive,A4o,1.9373445595231695
CO,BB,Loose-passive,Q9o,1.9617203922689084
CO,BB,Loose-passive,QTo,1.6975822702208205
CO,BB,Loose-passive,Q9s,1.8963851684340183
CO,BB,Loose-passive,A6o,1.8574237964223865
CO,BB,Loose-passive,A2s,1.8574237964223865
CO,BB,Loose-passive,JTs,1.9373445595231695
CO,BB,Loose-passive,K4o,1.9373445595231695
CO,BB,Loose-passive,K6s,1.8574237964223865
CO,BB,Loose-passive,K8o,1.9373445595231695
CO,BB,Loose-passive,K7o,1.8574237964223865
CO,BB,Loose-passive,J9o,1.9373445595231695
CO,BB,Loose-passive,J8s,1.9323495118293705
CO,BB,Loose-passive,JTo,1.9373445595231695
CO,BB,Loose-passive,K4s,1.8574237964223865
CO,BB,Loose-passive,K2s,1.8574237964223865
CO,BB,Loose-passive,K6o,1.8574237964223865
CO,BB,Loose-passive,J9s,1.9315503041983628
CO,BB,Loose-passive,K3s,1.988094244092167
CO,BB,Loose-passive,A3o,1.9860962250146474
CO,BB,Loose-passive,Q6s,1.6975822702208205
CO,BB,Loose-passive,QJo,1.6975822702208205
CO,BB,Loose-passive,33,2.005277208158835
CO,BB,Loose-passive,Q3s,1.8248560854588174
CO,BB,Loose-passive,J7s,1.7775030333216035
CO,BB,Loose-passive,Q6o,1.6975822702208205
CO,BB,Loose-passive,Q7s,1.6975822702208205
CO,BB,Loose-passive,J5s,1.7775030333216035
CO,BB,Loose-passive,J6s,1.7775030333216035
CO,BB,Loose-passive,T9o,1.9373445595231695
CO,BB,Loose-passive,Q7o,1.6975822702208205
CO,BB,Loose-passive,A2o,1.9373445595231695
CO,BB,Loose-passive,K5o,1.8574237964223865
CO,BB,Loose-passive,K3o,1.9811011773208484
CO,BB,Loose-passive,Q8o,1.7775030333216035
CO,BB,Loose-passive,T7s,1.7775030333216035
CO,BB,Loose-passive,J8o,1.8574237964223865
CO,BB,Loose-passive,97s,1.8731082461809152
CO,BB,Loose-passive,T8s,1.9771051391658092
CO,BB,Loose-passive,Q4s,1.6975822702208205
CO,BB,Loose-passive,J4s,1.7775030333216035
CO,BB,Loose-passive,J3s,1.9027788294820809
CO,BB,Loose-passive,96s,1.8814000253526215
CO,BB,Loose-passive,J7o,1.7775030333216035
CO,BB,Loose-passive,Q5o,1.6975822702208205
CO,BB,Loose-passive,J4o,1.9373445595231695
CO,BB,Loose-passive,98s,2.052730161249925
CO,BB,Loose-passive,T9s,1.8863950730464205
CO,BB,Loose-passive,K2o,1.9373445595231695
CO,BB,Loose-passive,Q4o,1.8574237964223865
CO,BB,Loose-passive,22,2.041641155369691
CO,BB,Loose-passive,98o,1.9668153409165834
CO,BB,Loose-passive,Q2s,1.6975822702208205
CO,BB,Loose-passive,T8o,1.8574237964223865
CO,BB,Loose-passive,Q3o,1.822258660658042
CO,BB,Loose-passive,J6o,1.7775030333216035
CO,BB,Loose-passive,J5o,1.7775030333216035
CO,BB,Loose-passive,J2s,1.7775030333216035
CO,BB,Loose-passive,T4s,1.7775030333216035
CO,BB,Loose-passive,T3s,1.902978631389833
CO,BB,Loose-passive,97o,1.8823990348913815
CO,BB,Loose-passive,87s,1.8558253811603709
CO,BB,Loose-passive,96o,1.8798016100906059
CO,BB,Loose-passive,T4o,1.9373445595231695
CO,BB,Loose-passive,T5s,1.7775030333216035
CO,BB,Loose-passive,T6s,1.7775030333216035
CO,BB,Loose-passive,85s,1.8522289468208355
CO,BB,Loose-passive,J3o,1.9069746695448722
CO,BB,Loose-passive,76s,1.6975822702208205
CO,BB,Loose-passive,95s,1.8809005205832416
CO,BB,Loose-passive,T7o,1.7775030333216035
CO,BB,Loose-passive,T2s,1.7775030333216035
CO,BB,Loose-passive,T5o,1.7775030333216035
CO,BB,Loose-passive,93s,2.0521307555266692
CO,BB,Loose-passive,95o,1.8781032938747142
CO,BB,Loose-passive,75s,1.6975822702208205
CO,BB,Loose-passive,Q2o,1.7775030333216035
CO,BB,Loose-passive,87o,1.8540271639906034
CO,BB,Loose-passive,86s,1.8538273620828514
CO,BB,Loose-passive,94s,1.8717096328266516
CO,BB,Loose-passive,85o,1.8556255792526188
CO,BB,Loose-passive,92s,1.9183633782867335
CO,BB,Loose-passive,T3o,1.8965849703417703
CO,BB,Loose-passive,86o,1.8556255792526188
CO,BB,Loose-passive,T6o,1.7775030333216035
CO,BB,Loose-passive,93o,2.043539273493335
CO,BB,Loose-passive,J2o,1.8574237964223865
CO,BB,Loose-passive,65s,1.8346463789386636
CO,BB,Loose-passive,76o,1.6975822702208205
CO,BB,Loose-passive,74s,1.6975822702208205
CO,BB,Loose-passive,73s,1.8262546988130814
CO,BB,Loose-passive,83s,1.8534277582673475
CO,BB,Loose-passive,84o,1.9757065258115454
CO,BB,Loose-passive,T2o,1.8574237964223865
CO,BB,Loose-passive,84s,1.8915899226479713
CO,BB,Loose-passive,54s,1.6975822702208205
CO,BB,Loose-passive,53s,1.9850972154758875
CO,BB,Loose-passive,75o,1.6975822702208205
CO,BB,Loose-passive,64s,1.775505014244084
CO,BB,Loose-passive,92o,1.8522289468208355
CO,BB,Loose-passive,82s,1.8530281544518434
CO,BB,Loose-passive,74o,1.8574237964223865
CO,BB,Loose-passive,64o,1.8574237964223865
CO,BB,Loose-passive,43s,1.8424386533409898
CO,BB,Loose-passive,82o,1.9279538698588274
CO,BB,Loose-passive,94o,2.0329497723824814
CO,BB,Loose-passive,65o,1.8400410304479662
CO,BB,Loose-passive,73o,1.8238570759200579
CO,BB,Loose-passive,72s,1.6975822702208205
CO,BB,Loose-passive,63s,1.82205885875029
CO,BB,Loose-passive,53o,1.988094244092167
CO,BB,Loose-passive,32s,1.8356453884774233
CO,BB,Loose-passive,83o,1.8524287487285875
CO,BB,Loose-passive,62s,1.7775030333216035
CO,BB,Loose-passive,42s,1.775305212336332
CO,BB,Loose-passive,52s,1.6975822702208205
CO,BB,Loose-passive,62o,1.8600212212231622
CO,BB,Loose-passive,72o,1.7775030333216035
CO,BB,Loose-passive,54o,1.8574237964223865
CO,BB,Loose-passive,63o,1.8294515293371125
CO,BB,Loose-passive,32o,1.9179637744712297
CO,BB,Loose-passive,52o,1.7775030333216035
CO,BB,Loose-passive,42o,1.8570241926068827
CO,BB,Loose-passive,43o,1.8406404361712223
CO,BB,Station,AA,3.0241565432402013
CO,BB,Station,KK,2.638486405601403
CO,BB,Station,QQ,2.4498517046176738
CO,BB,Station,JJ,2.5824815011258018
CO,BB,Station,TT,2.5417506615071823
CO,BB,Station,99,2.411921110222835
CO,BB,Station,88,2.5282585708835152
CO,BB,Station,AKs,2.3887554451897453
CO,BB,Station,77,2.4544339240747686
CO,BB,Station,AKo,2.429231717060748
CO,BB,Station,AJo,2.2887103203765125
CO,BB,Station,AQo,2.4019929680657963
CO,BB,Station,AQs,2.411921110222835
CO,BB,Station,A9o,2.6909273616103753
CO,BB,Station,A7o,2.394865071132538
CO,BB,Station,KJs,2.4455240529081954
CO,BB,Station,QJs,1.9957028428700718
CO,BB,Station,A7s,2.3862097677135816
CO,BB,Station,A9s,2.836540113246938
CO,BB,Station,KTo,2.18510124709665
CO,BB,Station,A8o,2.298383894785934
CO,BB,Station,AJs,2.483200079555418
CO,BB,Station,ATs,2.3887554451897453
CO,BB,Station,K9s,2.6018286499446455
CO,BB,Station,55,1.8017222191863993
CO,BB,Station,66,2.203684692672645
CO,BB,Station,KQs,2.18510124709665
CO,BB,Station,A8s,2.3887554451897453
CO,BB,Station,ATo,2.18510124709665
CO,BB,Station,A5s,2.5310588161072953
CO,BB,Station,QTs,1.9814470490035552
CO,BB,Station,K8s,2.690163658367526
CO,BB,Station,KTs,2.388755445189745
CO,BB,Station,A4s,2.1866286535823485
