raiser_position,defender_position,defender_archetype,hand,avg_ev_bb
CO,BB,Station,KJo,2.2385604740960874
CO,BB,Station,K5s,2.18510124709665
CO,BB,Station,A6s,2.18510124709665
CO,BB,Station,K9o,2.4852366215363486
CO,BB,Station,A3s,2.5096751253075205
CO,BB,Station,44,2.531313383854912
CO,BB,Station,KQo,2.18510124709665
CO,BB,Station,K7s,2.18510124709665
CO,BB,Station,Q8s,2.272417984529065
CO,BB,Station,A5o,2.5417506615071828
CO,BB,Station,Q5s,1.7777928509104604
CO,BB,Station,A4o,2.3887554451897453
CO,BB,Station,Q9o,2.4302499880512136
CO,BB,Station,QTo,1.7777928509104604
CO,BB,Station,Q9s,2.3352962181903076
CO,BB,Station,A6o,2.18510124709665
CO,BB,Station,A2s,2.18510124709665
CO,BB,Station,JTs,2.3686445931280518
CO,BB,Station,K4o,2.3887554451897453
CO,BB,Station,K6s,2.18510124709665
CO,BB,Station,K8o,2.489309705498211
CO,BB,Station,K7o,2.18510124709665
CO,BB,Station,J9o,2.3887554451897453
CO,BB,Station,J8s,2.4745447761364616
CO,BB,Station,JTo,2.3683900253804357
CO,BB,Station,K4s,2.18510124709665
CO,BB,Station,K2s,2.18510124709665
CO,BB,Station,K6o,2.18510124709665
CO,BB,Station,J9s,2.3765361933041595
CO,BB,Station,K3s,2.4834546473030343
CO,BB,Station,A3o,2.4974558734219348
CO,BB,Station,Q6s,1.7777928509104604
CO,BB,Station,QJo,1.7912849415341279
CO,BB,Station,33,2.5455691777214287
CO,BB,Station,Q3s,2.0814921738167884
CO,BB,Station,J7s,1.9814470490035552
CO,BB,Station,Q6o,1.7777928509104604
CO,BB,Station,Q7s,1.7884846963103478
CO,BB,Station,J5s,1.9814470490035552
CO,BB,Station,J6s,1.9814470490035552
CO,BB,Station,T9o,2.3887554451897453
CO,BB,Station,Q7o,1.7892483995531967
CO,BB,Station,A2o,2.3887554451897453
CO,BB,Station,K5o,2.18510124709665
CO,BB,Station,K3o,2.4941464927029218
CO,BB,Station,Q8o,2.078691928593008
CO,BB,Station,T7s,1.9814470490035552
CO,BB,Station,J8o,2.2739453910147627
CO,BB,Station,97s,2.1576079303540823
CO,BB,Station,T8s,2.5526970746546866
CO,BB,Station,Q4s,1.7777928509104604
CO,BB,Station,J4s,1.9814470490035552
CO,BB,Station,J3s,2.2798004492099393
CO,BB,Station,96s,2.1474252204494277
CO,BB,Station,J7o,1.9814470490035552
CO,BB,Station,Q5o,1.7777928509104604
CO,BB,Station,J4o,2.3887554451897453
CO,BB,Station,98s,2.6481599800108246
CO,BB,Station,T9s,2.2749636620052285
CO,BB,Station,K2o,2.388755445189745
CO,BB,Station,Q4o,2.18510124709665
CO,BB,Station,22,2.7329310399670756
CO,BB,Station,98o,2.4618163887556435
CO,BB,Station,Q2s,1.7777928509104604
CO,BB,Station,T8o,2.275218229752845
CO,BB,Station,Q3o,2.0761462511168447
CO,BB,Station,J6o,1.9814470490035552
CO,BB,Station,J5o,1.9814470490035552
CO,BB,Station,J2s,1.9814470490035552
CO,BB,Station,T4s,1.9814470490035552
CO,BB,Station,T3s,2.2701268748005172
CO,BB,Station,97o,2.1578624981016987
CO,BB,Station,87s,2.2736908232671467
CO,BB,Station,96o,2.1509891689160567
CO,BB,Station,T4o,2.3887554451897453
CO,BB,Station,T5s,1.9814470490035552
CO,BB,Station,T6s,1.9814470490035552
CO,BB,Station,85s,2.2660537908386558
CO,BB,Station,J3o,2.2767456362385428
CO,BB,Station,76s,1.7777928509104604
CO,BB,Station,95s,2.158117065849315
CO,BB,Station,T7o,1.9814470490035552
CO,BB,Station,T2s,1.9814470490035552
CO,BB,Station,T5o,1.9814470490035552
CO,BB,Station,93s,2.543278067992881
CO,BB,Station,95o,2.155825956120768
CO,BB,Station,75s,1.7777928509104604
CO,BB,Station,Q2o,1.9814470490035552
CO,BB,Station,87o,2.27063601029575
CO,BB,Station,86s,2.265544655343423
CO,BB,Station,94s,2.1461523817113455
CO,BB,Station,85o,2.278273042724241
CO,BB,Station,92s,2.245688371029346
CO,BB,Station,T3o,2.272672552276681
CO,BB,Station,86o,2.27063601029575
CO,BB,Station,T6o,1.9814470490035552
CO,BB,Station,93o,2.5318225193501447
CO,BB,Station,J2o,2.18510124709665
CO,BB,Station,65s,2.153025710896988
CO,BB,Station,76o,1.7777928509104604
CO,BB,Station,74s,1.7777928509104604
CO,BB,Station,73s,2.0705457606692845
CO,BB,Station,83s,2.2619807068767934
CO,BB,Station,84o,2.5394595517786356
CO,BB,Station,T2o,2.18510124709665
CO,BB,Station,84s,2.3485337410663587
CO,BB,Station,54s,1.7777928509104604
CO,BB,Station,53s,2.4890551377505945
CO,BB,Station,75o,1.7777928509104604
CO,BB,Station,64s,1.9427527513658671
CO,BB,Station,92o,2.0748734123787624
CO,BB,Station,82s,2.2716542812862155
CO,BB,Station,74o,2.18510124709665
CO,BB,Station,64o,2.18510124709665
CO,BB,Station,43s,2.16829977575397
CO,BB,Station,82o,2.469198853436518
CO,BB,Station,94o,2.56160694582126
CO,BB,Station,65o,2.156589659363617
CO,BB,Station,73o,2.069527489678819
CO,BB,Station,72s,1.7777928509104604
CO,BB,Station,63s,2.0664726767074226
CO,BB,Station,53o,2.4870185957696633
CO,BB,Station,32s,2.1591353368397805
CO,BB,Station,83o,2.2675811973243536
CO,BB,Station,62s,1.9671912551370385
CO,BB,Station,42s,1.9478441063181944
CO,BB,Station,52s,1.7777928509104604
CO,BB,Station,62o,2.1586262013445476
CO,BB,Station,72o,1.9814470490035552
CO,BB,Station,54o,2.18510124709665
CO,BB,Station,63o,2.0725823026502153
CO,BB,Station,32o,2.36737175438997
CO,BB,Station,52o,1.9814470490035552
CO,BB,Station,42o,2.170845453230134
CO,BB,Station,43o,2.170336317734901
CO,BB,Maniac,AA,2.511638513429139
CO,BB,Maniac,KK,2.2308234776239257
CO,BB,Maniac,QQ,2.119051134352104
CO,BB,Maniac,JJ,2.237398321345798
CO,BB,Maniac,TT,2.2081575690037885
CO,BB,Maniac,99,2.1095349131757106
CO,BB,Maniac,88,2.2226914340731896
CO,BB,Maniac,AKs,2.1358342880631978
CO,BB,Maniac,77,2.0974233589512097
CO,BB,Maniac,AKo,2.1533095305871206
CO,BB,Maniac,AJo,2.0463818090050987
CO,BB,Maniac,AQo,2.140678909752998
CO,BB,Maniac,AQs,2.132373843999055
CO,BB,Maniac,A9o,2.324947556168618
CO,BB,Maniac,A7o,2.1299515331541548
CO,BB,Maniac,KJs,2.154866730415985
CO,BB,Maniac,QJs,1.8605559627606143
CO,BB,Maniac,A7s,2.1299515331541548
CO,BB,Maniac,A9s,2.4126698131946456
CO,BB,Maniac,KTo,1.997416525497474
CO,BB,Maniac,A8o,2.048631097646792
CO,BB,Maniac,AJs,2.187221882415723
CO,BB,Maniac,ATs,2.1358342880631978
CO,BB,Maniac,K9s,2.2560847192921707
CO,BB,Maniac,55,1.7205810003660258
CO,BB,Maniac,66,1.9745775946741295
CO,BB,Maniac,KQs,1.997416525497474
CO,BB,Maniac,A8s,2.1358342880631978
CO,BB,Maniac,ATo,1.997416525497474
CO,BB,Maniac,A5s,2.244146187270877
CO,BB,Maniac,QTs,1.8589987629317501
CO,BB,Maniac,K8s,2.3284080002327614
CO,BB,Maniac,KTs,2.1358342880631978
CO,BB,Maniac,A4s,1.997416525497474
CO,BB,Maniac,KJo,2.0136806125989466
CO,BB,Maniac,K5s,1.997416525497474
CO,BB,Maniac,A6s,1.997416525497474
CO,BB,Maniac,K9o,2.1920665041055236
CO,BB,Maniac,A3s,2.2064273469717173
CO,BB,Maniac,44,2.2244216561052608
CO,BB,Maniac,KQo,1.997416525497474
CO,BB,Maniac,K7s,1.997416525497474
CO,BB,Maniac,Q8s,2.037730698844741
CO,BB,Maniac,A5o,2.241723876425977
CO,BB,Maniac,Q5s,1.7205810003660258
CO,BB,Maniac,A4o,2.1358342880631978
CO,BB,Maniac,Q9o,2.1240687782451118
CO,BB,Maniac,QTo,1.7205810003660258
CO,BB,Maniac,Q9s,2.0730272282990008
CO,BB,Maniac,A6o,1.997416525497474
CO,BB,Maniac,A2s,1.997416525497474
CO,BB,Maniac,JTs,2.1233766894322827
CO,BB,Maniac,K4o,2.1358342880631978
CO,BB,Maniac,K6s,1.997416525497474
CO,BB,Maniac,K8o,2.1647289959987925
CO,BB,Maniac,K7o,1.997416525497474
CO,BB,Maniac,J9o,2.1358342880631978
CO,BB,Maniac,J8s,2.160749485325028
CO,BB,Maniac,JTo,2.119743223164933
CO,BB,Maniac,K4s,1.997416525497474
CO,BB,Maniac,K2s,1.997416525497474
CO,BB,Maniac,K6o,1.997416525497474
CO,BB,Maniac,J9s,2.12476086705794
CO,BB,Maniac,K3s,2.1913744152926946
CO,BB,Maniac,A3o,2.214732412725661
CO,BB,Maniac,Q6s,1.7205810003660258
CO,BB,Maniac,QJo,1.7205810003660258
CO,BB,Maniac,33,2.2482987201478486
CO,BB,Maniac,Q3s,1.9026003581399529
CO,BB,Maniac,J7s,1.8589987629317501
CO,BB,Maniac,Q6o,1.7205810003660258
CO,BB,Maniac,Q7s,1.722830289007719
CO,BB,Maniac,J5s,1.8589987629317501
CO,BB,Maniac,J6s,1.8589987629317501
CO,BB,Maniac,T9o,2.1358342880631978
CO,BB,Maniac,Q7o,1.7231763334141332
CO,BB,Maniac,A2o,2.1358342880631978
CO,BB,Maniac,K5o,1.997416525497474
CO,BB,Maniac,K3o,2.1953539259664594
CO,BB,Maniac,Q8o,1.8840869823967872
CO,BB,Maniac,T7s,1.8589987629317501
CO,BB,Maniac,J8o,2.0181791898823325
CO,BB,Maniac,97s,1.9543339968988924
CO,BB,Maniac,T8s,2.246222453709363
CO,BB,Maniac,Q4s,1.7205810003660258
CO,BB,Maniac,J4s,1.8589987629317501
CO,BB,Maniac,J3s,2.0347893213902193
CO,BB,Maniac,96s,1.945855908941742
CO,BB,Maniac,J7o,1.8589987629317501
CO,BB,Maniac,Q5o,1.7205810003660258
CO,BB,Maniac,J4o,2.1358342880631978
CO,BB,Maniac,98s,2.2534893862440635
CO,BB,Maniac,T9s,2.0460357645986846
CO,BB,Maniac,K2o,2.135834288063198
CO,BB,Maniac,Q4o,1.9974165254974736
CO,BB,Maniac,22,2.3656077739223
CO,BB,Maniac,98o,2.1121302462238174
CO,BB,Maniac,Q2s,1.7205810003660258
CO,BB,Maniac,T8o,2.0157568790374323
CO,BB,Maniac,Q3o,1.9223248893055684
CO,BB,Maniac,J6o,1.8589987629317501
CO,BB,Maniac,J5o,1.8589987629317501
CO,BB,Maniac,J2s,1.8589987629317501
CO,BB,Maniac,T4s,1.8589987629317501
CO,BB,Maniac,T3s,2.0358274546094624
CO,BB,Maniac,97o,1.9562372411341713
CO,BB,Maniac,87s,2.021293589540061
CO,BB,Maniac,96o,1.940665242845527
CO,BB,Maniac,T4o,2.1358342880631978
CO,BB,Maniac,T5s,1.8589987629317501
CO,BB,Maniac,T6s,1.8589987629317501
CO,BB,Maniac,85s,2.0199094119144037
CO,BB,Maniac,J3o,2.0437864759569915
CO,BB,Maniac,76s,1.7205810003660258
CO,BB,Maniac,95s,1.9463749755513635
CO,BB,Maniac,T7o,1.8589987629317501
CO,BB,Maniac,T2s,1.8589987629317501
CO,BB,Maniac,T5o,1.8589987629317501
CO,BB,Maniac,93s,2.220096101025083
CO,BB,Maniac,95o,1.9498354196155063
CO,BB,Maniac,75s,1.7205810003660258
CO,BB,Maniac,Q2o,1.8589987629317497
CO,BB,Maniac,87o,2.012988523786118
CO,BB,Maniac,86s,2.009874124128389
CO,BB,Maniac,94s,1.9398001318294913
CO,BB,Maniac,85o,2.0161029234438463
CO,BB,Maniac,92s,2.025100078010619
CO,BB,Maniac,T3o,2.0403260318928482
CO,BB,Maniac,86o,2.0102201685348033
CO,BB,Maniac,T6o,1.8589987629317501
CO,BB,Maniac,93o,2.203312947313988
CO,BB,Maniac,J2o,1.997416525497474
CO,BB,Maniac,65s,1.9801143051767582
CO,BB,Maniac,76o,1.7205810003660258
CO,BB,Maniac,74s,1.7205810003660258
CO,BB,Maniac,73s,1.9012161805142955
CO,BB,Maniac,83s,2.0195633675079896
CO,BB,Maniac,84o,2.2320346330463763
CO,BB,Maniac,T2o,1.997416525497474
CO,BB,Maniac,84s,2.0967312701383807
CO,BB,Maniac,54s,1.7205810003660258
CO,BB,Maniac,53s,2.1887790822445874
CO,BB,Maniac,75o,1.7205810003660258
CO,BB,Maniac,64s,1.8351216988891625
CO,BB,Maniac,92o,1.9152309789740753
CO,BB,Maniac,82s,2.014718745818189
CO,BB,Maniac,74o,1.9974165254974736
CO,BB,Maniac,64o,1.9974165254974736
CO,BB,Maniac,43s,1.983228704834487
CO,BB,Maniac,82o,2.1576350856672994
CO,BB,Maniac,94o,2.2166356569609396
CO,BB,Maniac,65o,1.9790761719575152
CO,BB,Maniac,73o,1.907098935423339
CO,BB,Maniac,72s,1.7205810003660258
CO,BB,Maniac,63s,1.9029464025463672
CO,BB,Maniac,53o,2.186356771399687
CO,BB,Maniac,32s,1.976307816706201
CO,BB,Maniac,83o,2.0161029234438463
CO,BB,Maniac,62s,1.844464897862349
CO,BB,Maniac,42s,1.84135049820462
CO,BB,Maniac,52s,1.7205810003660258
CO,BB,Maniac,62o,1.9735394614548867
CO,BB,Maniac,72o,1.8589987629317497
CO,BB,Maniac,54o,1.9974165254974736
CO,BB,Maniac,63o,1.9067528910169245
CO,BB,Maniac,32o,2.111265135207782
CO,BB,Maniac,52o,1.8589987629317497
CO,BB,Maniac,42o,1.9821905716152444
CO,BB,Maniac,43o,1.9835747492409013
SB,BB,Nit,AA,1.5724400000568304
SB,BB,Nit,KK,1.5337640766056604
SB,BB,Nit,QQ,1.5096669280379535
SB,BB,Nit,JJ,1.5427703858828412
SB,BB,Nit,TT,1.5324387334344367
SB,BB,Nit,99,1.5350291769054651
SB,BB,Nit,88,1.544035486182646
SB,BB,Nit,AKs,1.5458126508895143
SB,BB,Nit,77,1.5166249796868791
SB,BB,Nit,AKo,1.5337640766056604
SB,BB,Nit,AJo,1.5337640766056604
SB,BB,Nit,AQo,1.5337640766056604
SB,BB,Nit,AQs,1.5337640766056604
SB,BB,Nit,A9o,1.5592919933695752
SB,BB,Nit,A7o,1.5337640766056604
SB,BB,Nit,KJs,1.5458126508895143
SB,BB,Nit,QJs,1.521715502321807
SB,BB,Nit,A7s,1.5337640766056604
SB,BB,Nit,A9s,1.5439752433112266
SB,BB,Nit,KTo,1.5337640766056604
SB,BB,Nit,A8o,1.5337640766056604
SB,BB,Nit,AJs,1.5458126508895143
SB,BB,Nit,ATs,1.5458126508895143
SB,BB,Nit,K9s,1.5449843114074993
SB,BB,Nit,55,1.5096669280379535
SB,BB,Nit,66,1.5205407663291313
SB,BB,Nit,KQs,1.5337640766056604
SB,BB,Nit,A8s,1.5458126508895138
SB,BB,Nit,ATo,1.5337640766056604
SB,BB,Nit,A5s,1.552047788081408
SB,BB,Nit,QTs,1.521715502321807
SB,BB,Nit,K8s,1.5458126508895138
SB,BB,Nit,KTs,1.5458126508895143
SB,BB,Nit,A4s,1.5337640766056604
SB,BB,Nit,KJo,1.5337640766056604
SB,BB,Nit,K5s,1.5337640766056604
SB,BB,Nit,A6s,1.5337640766056604
SB,BB,Nit,K9o,1.5472434190857216
SB,BB,Nit,A3s,1.5523188810027948
SB,BB,Nit,44,1.541143828354521
SB,BB,Nit,KQo,1.5337640766056604
SB,BB,Nit,K7s,1.5337640766056604
SB,BB,Nit,Q8s,1.5240649743071586
SB,BB,Nit,A5o,1.5528610668455682
SB,BB,Nit,Q5s,1.5096669280379535
SB,BB,Nit,A4o,1.5458126508895138
SB,BB,Nit,Q9o,1.5364750058195276
SB,BB,Nit,QTo,1.5096669280379535
SB,BB,Nit,Q9s,1.5231613312358692
SB,BB,Nit,A6o,1.5337640766056604
SB,BB,Nit,A2s,1.5337640766056604
SB,BB,Nit,JTs,1.5458126508895143
SB,BB,Nit,K4o,1.5458126508895138
SB,BB,Nit,K6s,1.5337640766056604
SB,BB,Nit,K8o,1.5458126508895143
SB,BB,Nit,K7o,1.5337640766056604
SB,BB,Nit,J9o,1.5458126508895143
SB,BB,Nit,J8s,1.536444884383818
SB,BB,Nit,JTo,1.5458126508895143
SB,BB,Nit,K4s,1.5337640766056604
SB,BB,Nit,K2s,1.5337640766056604
SB,BB,Nit,K6o,1.5337640766056604
SB,BB,Nit,J9s,1.5422583214757772
SB,BB,Nit,K3s,1.5523490024385047
SB,BB,Nit,A3o,1.5524393667456335
SB,BB,Nit,Q6s,1.5096669280379535
SB,BB,Nit,QJo,1.5096669280379535
SB,BB,Nit,33,1.549005523074735
SB,BB,Nit,Q3s,1.529938654270537
SB,BB,Nit,J7s,1.521715502321807
SB,BB,Nit,Q6o,1.5096669280379535
SB,BB,Nit,Q7s,1.5096669280379535
SB,BB,Nit,J5s,1.521715502321807
SB,BB,Nit,J6s,1.521715502321807
SB,BB,Nit,T9o,1.5458126508895143
SB,BB,Nit,Q7o,1.5096669280379535
SB,BB,Nit,A2o,1.5458126508895143
SB,BB,Nit,K5o,1.5337640766056604
SB,BB,Nit,K3o,1.5530719168955358
SB,BB,Nit,Q8o,1.521715502321807
SB,BB,Nit,T7s,1.521715502321807
SB,BB,Nit,J8o,1.5337640766056608
SB,BB,Nit,97s,1.52063113063626
SB,BB,Nit,T8s,1.5447282792039674
SB,BB,Nit,Q4s,1.5096669280379535
SB,BB,Nit,J4s,1.521715502321807
SB,BB,Nit,J3s,1.5412643140973594
SB,BB,Nit,96s,1.5207516163790986
SB,BB,Nit,J7o,1.521715502321807
SB,BB,Nit,Q5o,1.5096669280379535
SB,BB,Nit,J4o,1.5458126508895138
SB,BB,Nit,98s,1.5357520913624967
SB,BB,Nit,T9s,1.529938654270537
SB,BB,Nit,K2o,1.5458126508895143
SB,BB,Nit,Q4o,1.5337640766056604
SB,BB,Nit,22,1.55271045966702
SB,BB,Nit,98o,1.5327399477915333
SB,BB,Nit,Q2s,1.5096669280379535
SB,BB,Nit,T8o,1.5337640766056608
SB,BB,Nit,Q3o,1.529938654270537
SB,BB,Nit,J6o,1.521715502321807
SB,BB,Nit,J5o,1.521715502321807
SB,BB,Nit,J2s,1.521715502321807
SB,BB,Nit,T4s,1.521715502321807
SB,BB,Nit,T3s,1.5413546784044883
SB,BB,Nit,97o,1.521128134325469
SB,BB,Nit,87s,1.5243963100999647
SB,BB,Nit,96o,1.5211733164790335
SB,BB,Nit,T4o,1.5458126508895138
SB,BB,Nit,T5s,1.521715502321807
SB,BB,Nit,T6s,1.521715502321807
SB,BB,Nit,85s,1.5243661886642548
SB,BB,Nit,J3o,1.5414149212759076
SB,BB,Nit,76s,1.5096669280379535
SB,BB,Nit,95s,1.5213389843754366
SB,BB,Nit,T7o,1.521715502321807
SB,BB,Nit,T2s,1.521715502321807
SB,BB,Nit,T5o,1.521715502321807
SB,BB,Nit,93s,1.5476801799035114
SB,BB,Nit,95o,1.5207365556612438
SB,BB,Nit,75s,1.5096669280379535
SB,BB,Nit,Q2o,1.521715502321807
SB,BB,Nit,87o,1.5248782530713185
SB,BB,Nit,86s,1.5240649743071586
SB,BB,Nit,94s,1.5208871628397922
SB,BB,Nit,85o,1.5241252171785777
SB,BB,Nit,92s,1.5293061041206348
SB,BB,Nit,T3o,1.541053464047392
SB,BB,Nit,86o,1.524185460049997
SB,BB,Nit,T6o,1.521715502321807
SB,BB,Nit,93o,1.5482524871819943
SB,BB,Nit,J2o,1.5337640766056608
SB,BB,Nit,65s,1.530089261449085
SB,BB,Nit,76o,1.5096669280379535
SB,BB,Nit,74s,1.5096669280379535
SB,BB,Nit,73s,1.5296374399134407
SB,BB,Nit,83s,1.5243661886642548
SB,BB,Nit,84o,1.5421378357329385
SB,BB,Nit,T2o,1.5337640766056608
SB,BB,Nit,84s,1.5300290185776657
SB,BB,Nit,54s,1.5096669280379535
SB,BB,Nit,53s,1.5536743456097284
SB,BB,Nit,75o,1.5096669280379535
SB,BB,Nit,64s,1.5096669280379535
SB,BB,Nit,92o,1.5245318565606578
SB,BB,Nit,82s,1.524607160149932
SB,BB,Nit,74o,1.5337640766056604
SB,BB,Nit,64o,1.5337640766056604
SB,BB,Nit,43s,1.5299988971419562
SB,BB,Nit,82o,1.536143670026722
SB,BB,Nit,94o,1.544833704228951
SB,BB,Nit,65o,1.5298784113991177
SB,BB,Nit,73o,1.5300290185776657
SB,BB,Nit,72s,1.5096669280379535
SB,BB,Nit,63s,1.5294567112991828
SB,BB,Nit,53o,1.5542466528882113
SB,BB,Nit,32s,1.5299687757062468
SB,BB,Nit,83o,1.5242457029214165
SB,BB,Nit,62s,1.5096669280379535
SB,BB,Nit,42s,1.5096669280379535
SB,BB,Nit,52s,1.5096669280379535
SB,BB,Nit,62o,1.521715502321807
SB,BB,Nit,72o,1.521715502321807
SB,BB,Nit,54o,1.5337640766056604
SB,BB,Nit,63o,1.5293061041206348
SB,BB,Nit,32o,1.5418064999401329
SB,BB,Nit,52o,1.521715502321807
SB,BB,Nit,42o,1.521715502321807
SB,BB,Nit,43o,1.5300290185776657
SB,BB,TAG,AA,1.69384857793398
SB,BB,TAG,KK,1.6227993929238547
SB,BB,TAG,QQ,1.5817023153199583
SB,BB,TAG,JJ,1.6255553502281688
SB,BB,TAG,TT,1.6147738029717305
SB,BB,TAG,99,1.6049008130683626
SB,BB,TAG,88,1.6380328712103394
SB,BB,TAG,AKs,1.6291290091502468
SB,BB,TAG,77,1.583882852967328
SB,BB,TAG,AKo,1.6049008130683626
SB,BB,TAG,AJo,1.6049008130683626
SB,BB,TAG,AQo,1.6049008130683626
SB,BB,TAG,AQs,1.6049008130683626
SB,BB,TAG,A9o,1.6638661852826484
SB,BB,TAG,A7o,1.6049008130683626
SB,BB,TAG,KJs,1.6291290091502468
SB,BB,TAG,QJs,1.5806726169864784
SB,BB,TAG,A7s,1.6049008130683626
SB,BB,TAG,A9s,1.6358523335629698
SB,BB,TAG,KTo,1.6049008130683626
SB,BB,TAG,A8o,1.6049008130683626
SB,BB,TAG,AJs,1.6291290091502468
SB,BB,TAG,ATs,1.6291290091502468
SB,BB,TAG,K9s,1.6275541764049244
SB,BB,TAG,55,1.556444420904594
SB,BB,TAG,66,1.5846702693399892
SB,BB,TAG,KQs,1.6049008130683626
SB,BB,TAG,A8s,1.6291290091502468
SB,BB,TAG,ATo,1.6049008130683626
SB,BB,TAG,A5s,1.644998477583881
SB,BB,TAG,QTs,1.5806726169864784
SB,BB,TAG,K8s,1.6291290091502468
SB,BB,TAG,KTs,1.6291290091502468
SB,BB,TAG,A4s,1.6049008130683626
SB,BB,TAG,KJo,1.6049008130683626
SB,BB,TAG,K5s,1.6049008130683626
SB,BB,TAG,A6s,1.6049008130683626
SB,BB,TAG,K9o,1.639032284298717
SB,BB,TAG,A3s,1.6461493168977706
SB,BB,TAG,44,1.6151977964031634
SB,BB,TAG,KQo,1.6049008130683626
SB,BB,TAG,K7s,1.6049008130683626
SB,BB,TAG,Q8s,1.5806726169864784
SB,BB,TAG,A5o,1.6452407595447
SB,BB,TAG,Q5s,1.556444420904594
SB,BB,TAG,A4o,1.6291290091502468
SB,BB,TAG,Q9o,1.626645619051854
SB,BB,TAG,QTo,1.556444420904594
SB,BB,TAG,Q9s,1.5852759742420364
SB,BB,TAG,A6o,1.6049008130683626
SB,BB,TAG,A2s,1.6049008130683626
SB,BB,TAG,JTs,1.6291290091502468
SB,BB,TAG,K4o,1.6291290091502468
SB,BB,TAG,K6s,1.6049008130683626
SB,BB,TAG,K8o,1.6291290091502468
SB,BB,TAG,K7o,1.6049008130683626
SB,BB,TAG,J9o,1.6291290091502468
SB,BB,TAG,J8s,1.6049008130683626
SB,BB,TAG,JTo,1.6291290091502468
SB,BB,TAG,K4s,1.6049008130683626
SB,BB,TAG,K2s,1.6049008130683626
SB,BB,TAG,K6o,1.6049008130683626
SB,BB,TAG,J9s,1.6239199469926415
SB,BB,TAG,K3s,1.6451801890544953
SB,BB,TAG,A3o,1.6459676054271564
SB,BB,TAG,Q6s,1.556444420904594
SB,BB,TAG,QJo,1.556444420904594
SB,BB,TAG,33,1.6422122350344643
SB,BB,TAG,Q3s,1.5961786624788843
SB,BB,TAG,J7s,1.5806726169864784
SB,BB,TAG,Q6o,1.556444420904594
SB,BB,TAG,Q7s,1.556444420904594
SB,BB,TAG,J5s,1.5806726169864784
SB,BB,TAG,J6s,1.5806726169864784
SB,BB,TAG,T9o,1.6291290091502468
SB,BB,TAG,Q7o,1.556444420904594
SB,BB,TAG,A2o,1.6291290091502468
SB,BB,TAG,K5o,1.6049008130683626
SB,BB,TAG,K3o,1.6452407595447
SB,BB,TAG,Q8o,1.5806726169864784
SB,BB,TAG,T7s,1.5806726169864784
SB,BB,TAG,J8o,1.6049008130683626
SB,BB,TAG,97s,1.5762509712015345
SB,BB,TAG,T8s,1.6199222946391307
SB,BB,TAG,Q4s,1.556444420904594
SB,BB,TAG,J4s,1.5806726169864784
SB,BB,TAG,J3s,1.6220422617962955
SB,BB,TAG,96s,1.576735535123172
SB,BB,TAG,J7o,1.5806726169864784
SB,BB,TAG,Q5o,1.556444420904594
SB,BB,TAG,J4o,1.6291290091502468
SB,BB,TAG,98s,1.6036591180191662
SB,BB,TAG,T9s,1.5965420854201124
SB,BB,TAG,K2o,1.6291290091502468
SB,BB,TAG,Q4o,1.6049008130683626
SB,BB,TAG,22,1.6461493168977706
SB,BB,TAG,98o,1.6039013999799847
SB,BB,TAG,Q2s,1.556444420904594
SB,BB,TAG,T8o,1.6049008130683626
SB,BB,TAG,Q3o,1.5974506427731832
SB,BB,TAG,J6o,1.5806726169864784
SB,BB,TAG,J5o,1.5806726169864784
SB,BB,TAG,J2s,1.5806726169864784
SB,BB,TAG,T4s,1.5806726169864784
SB,BB,TAG,T3s,1.6223451142473193
SB,BB,TAG,97o,1.5778258039468567
SB,BB,TAG,87s,1.5806726169864784
SB,BB,TAG,96o,1.579370351447077
SB,BB,TAG,T4o,1.6291290091502468
SB,BB,TAG,T5s,1.5806726169864784
SB,BB,TAG,T6s,1.5806726169864784
SB,BB,TAG,85s,1.5806726169864784
SB,BB,TAG,J3o,1.6208308519922012
SB,BB,TAG,76s,1.556444420904594
SB,BB,TAG,95s,1.5775532367409355
SB,BB,TAG,T7o,1.5806726169864784
SB,BB,TAG,T2s,1.5806726169864784
SB,BB,TAG,T5o,1.5806726169864784
SB,BB,TAG,93s,1.6390928547889219
SB,BB,TAG,95o,1.5762812564466369
SB,BB,TAG,75s,1.556444420904594
SB,BB,TAG,Q2o,1.5806726169864784
SB,BB,TAG,87o,1.5806726169864784
SB,BB,TAG,86s,1.5806726169864784
SB,BB,TAG,94s,1.5782800826233923
SB,BB,TAG,85o,1.5806726169864784
SB,BB,TAG,92s,1.598631767332175
SB,BB,TAG,T3o,1.6227085371885475
SB,BB,TAG,86o,1.5806726169864784
SB,BB,TAG,T6o,1.5806726169864784
SB,BB,TAG,93o,1.6379420154750324
SB,BB,TAG,J2o,1.6049008130683626
SB,BB,TAG,65s,1.598116918165435
SB,BB,TAG,76o,1.556444420904594
SB,BB,TAG,74s,1.556444420904594
SB,BB,TAG,73s,1.5978140657144113
SB,BB,TAG,83s,1.5806726169864784
SB,BB,TAG,84o,1.6168937701288952
SB,BB,TAG,T2o,1.6049008130683626
SB,BB,TAG,84s,1.5927261445372158
SB,BB,TAG,54s,1.556444420904594
SB,BB,TAG,53s,1.6468761627802273
SB,BB,TAG,75o,1.556444420904594
SB,BB,TAG,64s,1.556444420904594
SB,BB,TAG,92o,1.5859422496342883
SB,BB,TAG,82s,1.5806726169864784
SB,BB,TAG,74o,1.6049008130683626
SB,BB,TAG,64o,1.6049008130683626
